xn,y,ymin,ymax,d,d_obs,u
20.769302,20.7717,20.0,22.0,31.783333,31.783333,0.9999536
20.766663,20.769302,20.0,22.0,31.766666,31.766666,0.99995327
20.763794,20.766663,20.0,22.0,31.75,31.75,0.99995303
20.76071,20.763794,20.0,22.0,31.733334,31.733334,0.9999527
20.757423,20.76071,20.0,22.0,31.716667,31.716667,0.9999523
20.753946,20.757423,20.0,22.0,31.7,31.7,0.99995196
20.750292,20.753946,20.0,22.0,31.683332,31.683332,0.9999517
20.746468,20.750292,20.0,22.0,31.666666,31.666666,0.99995136
20.742485,20.746468,20.0,22.0,31.65,31.65,0.999951
20.738354,20.742485,20.0,22.0,31.633333,31.633333,0.99995065
20.734083,20.738354,20.0,22.0,31.616667,31.616667,0.9999503
20.72968,20.734083,20.0,22.0,31.6,31.6,0.99994993
20.725151,20.72968,20.0,22.0,31.583334,31.583334,0.99994946
20.720507,20.725151,20.0,22.0,31.566668,31.566668,0.9999491
20.715752,20.720507,20.0,22.0,31.55,31.55,0.99994874
20.710892,20.715752,20.0,22.0,31.533333,31.533333,0.99994826
20.705935,20.710892,20.0,22.0,31.516666,31.516666,0.9999479
20.700884,20.705935,20.0,22.0,31.5,31.5,0.9999474
20.695747,20.700884,20.0,22.0,31.483334,31.483334,0.9999471
20.690529,20.695747,20.0,22.0,31.466667,31.466667,0.9999466
20.685234,20.690529,20.0,22.0,31.45,31.45,0.99994624
20.679867,20.685234,20.0,22.0,31.433332,31.433332,0.99994576
20.67443,20.679867,20.0,22.0,31.416666,31.416666,0.9999453
20.66893,20.67443,20.0,22.0,31.4,31.4,0.9999448
20.663368,20.66893,20.0,22.0,31.383333,31.383333,0.99994445
20.65775,20.663368,20.0,22.0,31.366667,31.366667,0.999944
20.652077,20.65775,20.0,22.0,31.35,31.35,0.9999435
20.646353,20.652077,20.0,22.0,31.333334,31.333334,0.999943
20.640583,20.646353,20.0,22.0,31.316668,31.316668,0.99994254
20.634768,20.640583,20.0,22.0,31.3,31.3,0.99994206
20.62891,20.634768,20.0,22.0,31.283333,31.283333,0.99994147
20.623013,20.62891,20.0,22.0,31.266666,31.266666,0.999941
20.617077,20.623013,20.0,22.0,31.25,31.25,0.9999405
20.611107,20.617077,20.0,22.0,31.233334,31.233334,0.99994004
20.605103,20.611107,20.0,22.0,31.216667,31.216667,0.99993944
20.599068,20.605103,20.0,22.0,31.2,31.2,0.99993896
20.593004,20.599068,20.0,22.0,31.183332,31.183332,0.9999385
20.586912,20.593004,20.0,22.0,31.166666,31.166666,0.9999379
20.580795,20.586912,20.0,22.0,31.15,31.15,0.9999374
20.574654,20.580795,20.0,22.0,31.133333,31.133333,0.9999368
20.56849,20.574654,20.0,22.0,31.116667,31.116667,0.9999362
20.562302,20.56849,20.0,22.0,31.1,31.1,0.99993575
20.556095,20.562302,20.0,22.0,31.083334,31.083334,0.99993515
20.54987,20.556095,20.0,22.0,31.066668,31.066668,0.99993455
20.543627,20.54987,20.0,22.0,31.05,31.05,0.99993396
20.537367,20.543627,20.0,22.0,31.033333,31.033333,0.99993336
20.531092,20.537367,20.0,22.0,31.016666,31.016666,0.99993277
20.524801,20.531092,20.0,22.0,31.0,31.0,0.99993217
20.518497,20.524801,20.0,22.0,31.0,31.0,0.99993193
20.51253,20.518497,20.0,22.0,31.0,31.0,0.9999317
20.50688,20.51253,20.0,22.0,31.0,31.0,0.99993145
20.501534,20.50688,20.0,22.0,31.0,31.0,0.9999312
20.496475,20.501534,20.0,22.0,31.0,31.0,0.999931
20.49169,20.496475,20.0,22.0,31.0,31.0,0.99993074
20.487164,20.49169,20.0,22.0,31.0,31.0,0.9999305
20.482882,20.487164,20.0,22.0,31.0,31.0,0.9999304
20.478832,20.482882,20.0,22.0,31.0,31.0,0.99993014
20.475002,20.478832,20.0,22.0,31.0,31.0,0.99993
20.471382,20.475002,20.0,22.0,31.0,31.0,0.9999298
20.467958,20.471382,20.0,22.0,31.0,31.0,0.99992967
20.464722,20.467958,20.0,22.0,31.0,31.0,0.99992955
20.461662,20.464722,20.0,22.0,31.0,31.0,0.9999293
20.45877,20.461662,20.0,22.0,31.0,31.0,0.9999292
20.456038,20.45877,20.0,22.0,31.0,31.0,0.9999291
20.453455,20.456038,20.0,22.0,31.0,31.0,0.99992895
20.451014,20.453455,20.0,22.0,31.0,31.0,0.99992883
20.448708,20.451014,20.0,22.0,31.0,31.0,0.9999287
20.446527,20.448708,20.0,22.0,31.0,31.0,0.9999286
20.444468,20.446527,20.0,22.0,31.0,31.0,0.9999286
20.442522,20.444468,20.0,22.0,31.0,31.0,0.9999285
20.440683,20.442522,20.0,22.0,31.0,31.0,0.99992836
20.438948,20.440683,20.0,22.0,31.0,31.0,0.99992824
20.437307,20.438948,20.0,22.0,31.0,31.0,0.99992824
20.435759,20.437307,20.0,22.0,31.0,31.0,0.9999281
20.434296,20.435759,20.0,22.0,31.0,31.0,0.999928
20.432913,20.434296,20.0,22.0,31.0,31.0,0.999928
20.431608,20.432913,20.0,22.0,31.0,31.0,0.9999279
20.430376,20.431608,20.0,22.0,31.0,31.0,0.9999279
20.42921,20.430376,20.0,22.0,31.0,31.0,0.99992776
20.42811,20.42921,20.0,22.0,31.0,31.0,0.99992776
20.427073,20.42811,20.0,22.0,31.0,31.0,0.99992776
20.426092,20.427073,20.0,22.0,31.0,31.0,0.99992764
20.425165,20.426092,20.0,22.0,31.0,31.0,0.99992764
20.42429,20.425165,20.0,22.0,31.0,31.0,0.9999275
20.423464,20.42429,20.0,22.0,31.0,31.0,0.9999275
20.422684,20.423464,20.0,22.0,31.0,31.0,0.9999275
20.421947,20.422684,20.0,22.0,31.0,31.0,0.9999275
20.421253,20.421947,20.0,22.0,31.0,31.0,0.9999274
20.420597,20.421253,20.0,22.0,31.0,31.0,0.9999274
20.419977,20.420597,20.0,22.0,31.0,31.0,0.9999274
20.419392,20.419977,20.0,22.0,31.0,31.0,0.9999273
20.418839,20.419392,20.0,22.0,31.0,31.0,0.9999273
20.418318,20.418839,20.0,22.0,31.0,31.0,0.9999273
20.417826,20.418318,20.0,22.0,31.0,31.0,0.9999273
20.41736,20.417826,20.0,22.0,31.0,31.0,0.9999273
20.416922,20.41736,20.0,22.0,31.0,31.0,0.99992716
20.416508,20.416922,20.0,22.0,31.0,31.0,0.99992716
20.416117,20.416508,20.0,22.0,31.0,31.0,0.99992716
20.415747,20.416117,20.0,22.0,31.0,31.0,0.99992716
20.415398,20.415747,20.0,22.0,31.0,31.0,0.99992716
20.415068,20.415398,20.0,22.0,31.0,31.0,0.99992716
20.414757,20.415068,20.0,22.0,31.0,31.0,0.99992716
20.414463,20.414757,20.0,22.0,31.0,31.0,0.99992704
20.414186,20.414463,20.0,22.0,31.0,31.0,0.99992704
20.413925,20.414186,20.0,22.0,31.0,31.0,0.99992704
20.41368,20.413925,20.0,22.0,31.0,31.0,0.99992704
20.413446,20.41368,20.0,22.0,31.0,31.0,0.99992704
20.413227,20.413446,20.0,22.0,31.0,31.0,0.99992704
20.41302,20.413227,20.0,22.0,31.033333,31.033333,0.99992776
20.413567,20.41302,20.0,22.0,31.066668,31.066668,0.9999285
20.414833,20.413567,20.0,22.0,31.1,31.1,0.9999292
20.416784,20.414833,20.0,22.0,31.133333,31.133333,0.9999299
20.419386,20.416784,20.0,22.0,31.166666,31.166666,0.9999306
20.422606,20.419386,20.0,22.0,31.2,31.2,0.99993145
20.426413,20.422606,20.0,22.0,31.233334,31.233334,0.9999323
20.430777,20.426413,20.0,22.0,31.266666,31.266666,0.999933
20.435669,20.430777,20.0,22.0,31.3,31.3,0.99993384
20.441061,20.435669,20.0,22.0,31.333334,31.333334,0.9999348
20.446928,20.441061,20.0,22.0,31.366667,31.366667,0.9999356
20.453245,20.446928,20.0,22.0,31.4,31.4,0.99993646
20.459988,20.453245,20.0,22.0,31.433332,31.433332,0.9999373
20.467134,20.459988,20.0,22.0,31.466667,31.466667,0.99993813
20.47466,20.467134,20.0,22.0,31.5,31.5,0.9999391
20.482548,20.47466,20.0,22.0,31.533333,31.533333,0.9999399
20.490776,20.482548,20.0,22.0,31.566668,31.566668,0.99994075
20.499327,20.490776,20.0,22.0,31.6,31.6,0.9999417
20.508183,20.499327,20.0,22.0,31.633333,31.633333,0.99994254
20.517326,20.508183,20.0,22.0,31.666666,31.666666,0.9999434
20.526741,20.517326,20.0,22.0,31.7,31.7,0.9999442
20.536413,20.526741,20.0,22.0,31.733334,31.733334,0.99994516
20.546328,20.536413,20.0,22.0,31.766666,31.766666,0.999946
20.556469,20.546328,20.0,22.0,31.8,31.8,0.99994683
20.566828,20.556469,20.0,22.0,31.833334,31.833334,0.99994767
20.57739,20.566828,20.0,22.0,31.866667,31.866667,0.9999485
20.588144,20.57739,20.0,22.0,31.9,31.9,0.99994934
20.599081,20.588144,20.0,22.0,31.933332,31.933332,0.9999502
20.610188,20.599081,20.0,22.0,31.966667,31.966667,0.999951
20.621456,20.610188,20.0,22.0,32.0,32.0,0.9999517
20.632877,20.621456,20.0,22.0,32.033333,32.033333,0.99995255
20.644444,20.632877,20.0,22.0,32.066666,32.066666,0.9999534
20.656145,20.644444,20.0,22.0,32.1,32.1,0.9999541
20.667974,20.656145,20.0,22.0,32.133335,32.133335,0.99995494
20.679926,20.667974,20.0,22.0,32.166668,32.166668,0.99995565
20.691992,20.679926,20.0,22.0,32.2,32.2,0.99995637
20.704165,20.691992,20.0,22.0,32.233334,32.233334,0.9999572
20.71644,20.704165,20.0,22.0,32.266666,32.266666,0.9999579
20.728811,20.71644,20.0,22.0,32.3,32.3,0.99995863
20.741274,20.728811,20.0,22.0,32.333332,32.333332,0.99995935
20.753822,20.741274,20.0,22.0,32.366665,32.366665,0.99995995
20.76645,20.753822,20.0,22.0,32.4,32.4,0.99996066
20.779158,20.76645,20.0,22.0,32.433334,32.433334,0.9999614
20.791937,20.779158,20.0,22.0,32.466667,32.466667,0.999962
20.804785,20.791937,20.0,22.0,32.5,32.5,0.9999627
20.817698,20.804785,20.0,22.0,32.533333,32.533333,0.9999633
20.830671,20.817698,20.0,22.0,32.566666,32.566666,0.999964
20.843702,20.830671,20.0,22.0,32.6,32.6,0.9999646
20.856789,20.843702,20.0,22.0,32.633335,32.633335,0.9999652
20.869928,20.856789,20.0,22.0,32.666668,32.666668,0.9999658
20.883118,20.869928,20.0,22.0,32.7,32.7,0.9999664
20.896355,20.883118,20.0,22.0,32.733334,32.733334,0.999967
20.909636,20.896355,20.0,22.0,32.766666,32.766666,0.9999676
20.922958,20.909636,20.0,22.0,32.8,32.8,0.9999682
20.936321,20.922958,20.0,22.0,32.833332,32.833332,0.99996865
20.949724,20.936321,20.0,22.0,32.866665,32.866665,0.99996924
20.963163,20.949724,20.0,22.0,32.9,32.9,0.9999697
20.976637,20.963163,20.0,22.0,32.933334,32.933334,0.9999703
20.990143,20.976637,20.0,22.0,32.966667,32.966667,0.9999708
21.003681,20.990143,20.0,22.0,33.0,33.0,0.9999713
21.01725,21.003681,20.0,22.0,32.966667,32.966667,0.9999713
21.029024,21.01725,20.0,22.0,32.933334,32.933334,0.9999713
21.039145,21.029024,20.0,22.0,32.9,32.9,0.9999713
21.047735,21.039145,20.0,22.0,32.866665,32.866665,0.99997115
21.05491,21.047735,20.0,22.0,32.833332,32.833332,0.99997103
21.060774,21.05491,20.0,22.0,32.8,32.8,0.9999709
21.065422,21.060774,20.0,22.0,32.766666,32.766666,0.9999707
21.068941,21.065422,20.0,22.0,32.733334,32.733334,0.99997056
21.071411,21.068941,20.0,22.0,32.7,32.7,0.9999703
21.072906,21.071411,20.0,22.0,32.666668,32.666668,0.9999701
21.073494,21.072906,20.0,22.0,32.633335,32.633335,0.99996984
21.073235,21.073494,20.0,22.0,32.6,32.6,0.9999695
21.072186,21.073235,20.0,22.0,32.566666,32.566666,0.99996924
21.0704,21.072186,20.0,22.0,32.533333,32.533333,0.9999689
21.067926,21.0704,20.0,22.0,32.5,32.5,0.99996865
21.06481,21.067926,20.0,22.0,32.466667,32.466667,0.9999683
21.061092,21.06481,20.0,22.0,32.433334,32.433334,0.99996793
21.056814,21.061092,20.0,22.0,32.4,32.4,0.99996746
21.05201,21.056814,20.0,22.0,32.366665,32.366665,0.9999671
21.046713,21.05201,20.0,22.0,32.333332,32.333332,0.99996674
21.040955,21.046713,20.0,22.0,32.3,32.3,0.99996626
21.034763,21.040955,20.0,22.0,32.266666,32.266666,0.9999658
21.028168,21.034763,20.0,22.0,32.233334,32.233334,0.9999654
21.02119,21.028168,20.0,22.0,32.2,32.2,0.99996495
21.013857,21.02119,20.0,22.0,32.166668,32.166668,0.99996436
21.00619,21.013857,20.0,22.0,32.133335,32.133335,0.9999639
20.998207,21.00619,20.0,22.0,32.1,32.1,0.9999634
20.98993,20.998207,20.0,22.0,32.066666,32.066666,0.9999628
20.981375,20.98993,20.0,22.0,32.033333,32.033333,0.99996233
20.97256,20.981375,20.0,22.0,32.0,32.0,0.99996173
20.963503,20.97256,20.0,22.0,31.966667,31.966667,0.99996114
20.954214,20.963503,20.0,22.0,31.933332,31.933332,0.99996054
20.94471,20.954214,20.0,22.0,31.9,31.9,0.99995995
20.935003,20.94471,20.0,22.0,31.866667,31.866667,0.99995935
20.925106,20.935003,20.0,22.0,31.833334,31.833334,0.99995863
20.915028,20.925106,20.0,22.0,31.8,31.8,0.99995804
20.904781,20.915028,20.0,22.0,31.766666,31.766666,0.9999573
20.894377,20.904781,20.0,22.0,31.733334,31.733334,0.9999566
20.883823,20.894377,20.0,22.0,31.7,31.7,0.999956
20.87313,20.883823,20.0,22.0,31.666666,31.666666,0.9999552
20.862305,20.87313,20.0,22.0,31.633333,31.633333,0.99995446
20.851357,20.862305,20.0,22.0,31.6,31.6,0.99995375
20.840292,20.851357,20.0,22.0,31.566668,31.566668,0.99995303
20.829117,20.840292,20.0,22.0,31.533333,31.533333,0.9999522
20.817839,20.829117,20.0,22.0,31.5,31.5,0.99995136
20.806465,20.817839,20.0,22.0,31.466667,31.466667,0.9999505
20.795,20.806465,20.0,22.0,31.433332,31.433332,0.9999497
20.78345,20.795,20.0,22.0,31.4,31.4,0.99994886
20.77182,20.78345,20.0,22.0,31.366667,31.366667,0.999948
20.760115,20.77182,20.0,22.0,31.333334,31.333334,0.9999471
20.748339,20.760115,20.0,22.0,31.3,31.3,0.99994624
20.736496,20.748339,20.0,22.0,31.266666,31.266666,0.9999453
20.724592,20.736496,20.0,22.0,31.233334,31.233334,0.9999443
20.71263,20.724592,20.0,22.0,31.2,31.2,0.9999434
20.700613,20.71263,20.0,22.0,31.166666,31.166666,0.9999424
20.688545,20.700613,20.0,22.0,31.133333,31.133333,0.99994135
20.67643,20.688545,20.0,22.0,31.1,31.1,0.9999404
20.664268,20.67643,20.0,22.0,31.066668,31.066668,0.9999393
20.652067,20.664268,20.0,22.0,31.033333,31.033333,0.99993825
20.639826,20.652067,20.0,22.0,31.0,31.0,0.9999372
20.627548,20.639826,20.0,22.0,30.966667,30.966667,0.9999361
20.615236,20.627548,20.0,22.0,30.933332,30.933332,0.9999349
20.602892,20.615236,20.0,22.0,30.9,30.9,0.99993384
20.590519,20.602892,20.0,22.0,30.866667,30.866667,0.99993265
20.578117,20.590519,20.0,22.0,30.833334,30.833334,0.99993145
20.565691,20.578117,20.0,22.0,30.8,30.8,0.99993026
20.553242,20.565691,20.0,22.0,30.766666,30.766666,0.9999291
20.54077,20.553242,20.0,22.0,30.733334,30.733334,0.99992776
20.528276,20.54077,20.0,22.0,30.7,30.7,0.99992645
20.515766,20.528276,20.0,22.0,30.666666,30.666666,0.99992514
20.503237,20.515766,20.0,22.0,30.633333,30.633333,0.9999238
20.490692,20.503237,20.0,22.0,30.6,30.6,0.9999225
20.478132,20.490692,20.0,22.0,30.566668,30.566668,0.9999211
20.465559,20.478132,20.0,22.0,30.533333,30.533333,0.9999198
20.452974,20.465559,20.0,22.0,30.5,30.5,0.99991834
20.440378,20.452974,20.0,22.0,30.466667,30.466667,0.9999168
20.427773,20.440378,20.0,22.0,30.433332,30.433332,0.99991536
20.415157,20.427773,20.0,22.0,30.4,30.4,0.9999138
20.402534,20.415157,20.0,22.0,30.366667,30.366667,0.99991226
20.389904,20.402534,20.0,22.0,30.333334,30.333334,0.9999107
20.377268,20.389904,20.0,22.0,30.3,30.3,0.99990916
20.364626,20.377268,20.0,22.0,30.266666,30.266666,0.9999075
20.351978,20.364626,20.0,22.0,30.233334,30.233334,0.9999058
20.339327,20.351978,20.0,22.0,30.2,30.2,0.99990416
20.326672,20.339327,20.0,22.0,30.166666,30.166666,0.9999025
20.314014,20.326672,20.0,22.0,30.133333,30.133333,0.9999007
20.301353,20.314014,20.0,22.0,30.1,30.1,0.999899
20.28869,20.301353,20.0,22.0,30.066668,30.066668,0.9998971
20.276028,20.28869,20.0,22.0,30.033333,30.033333,0.99989533
20.263363,20.276028,20.0,22.0,30.0,30.0,0.9998934
20.250698,20.263363,20.0,22.0,29.966667,29.966667,0.9998915
20.238035,20.250698,20.0,22.0,29.933332,29.933332,0.9998896
20.225372,20.238035,20.0,22.0,29.9,29.9,0.9998877
20.21271,20.225372,20.0,22.0,29.866667,29.866667,0.9998857
20.200048,20.21271,20.0,22.0,29.833334,29.833334,0.99988365
20.18739,20.200048,20.0,22.0,29.8,29.8,0.9998815
20.174732,20.18739,20.0,22.0,29.766666,29.766666,0.9998795
20.162077,20.174732,20.0,22.0,29.733334,29.733334,0.99987733
20.149426,20.162077,20.0,22.0,29.7,29.7,0.99987507
20.136776,20.149426,20.0,22.0,29.666666,29.666666,0.9998729
20.12413,20.136776,20.0,22.0,29.633333,29.633333,0.99987066
20.111488,20.12413,20.0,22.0,29.6,29.6,0.9998683
20.09885,20.111488,20.0,22.0,29.566668,29.566668,0.999866
20.086216,20.09885,20.0,22.0,29.533333,29.533333,0.9998636
20.073586,20.086216,20.0,22.0,29.5,29.5,0.9998611
20.060959,20.073586,20.0,22.0,29.466667,29.466667,0.9998586
20.048338,20.060959,20.0,22.0,29.433332,29.433332,0.9998561
20.03572,20.048338,20.0,22.0,29.4,29.4,0.9998536
20.02311,20.03572,20.0,22.0,29.366667,29.366667,0.999851
20.010502,20.02311,20.0,22.0,29.333334,29.333334,0.99984837
19.9979,20.010502,20.0,22.0,29.3,29.3,0.9998456
19.985304,19.9979,20.0,22.0,29.266666,29.266666,0.9998429
19.972712,19.985304,20.0,22.0,29.233334,29.233334,0.99984014
19.960125,19.972712,20.0,22.0,29.2,29.2,0.9998373
19.947544,19.960125,20.0,22.0,29.166666,29.166666,0.9998344
19.934969,19.947544,20.0,22.0,29.133333,29.133333,0.99983144
19.9224,19.934969,20.0,22.0,29.1,29.1,0.99982846
19.909836,19.9224,20.0,22.0,29.066668,29.066668,0.99982554
19.897278,19.909836,20.0,22.0,29.033333,29.033333,0.99982244
19.884727,19.897278,20.0,22.0,29.0,29.0,0.9998192
19.872183,19.884727,20.0,22.0,28.95,28.95,0.99981517
19.859352,19.872183,20.0,22.0,28.9,28.9,0.999811
19.846252,19.859352,20.0,22.0,28.85,28.85,0.9998067
19.8329,19.846252,20.0,22.0,28.8,28.8,0.9998023
19.819305,19.8329,20.0,22.0,28.75,28.75,0.99979776
19.805483,19.819305,20.0,22.0,28.7,28.7,0.999793
19.791447,19.805483,20.0,22.0,28.65,28.65,0.9997882
19.777206,19.791447,20.0,22.0,28.6,28.6,0.9997832
19.762774,19.777206,20.0,22.0,28.55,28.55,0.9997781
19.74816,19.762774,20.0,22.0,28.5,28.5,0.99977285
19.733372,19.74816,20.0,22.0,28.45,28.45,0.99976736
19.718422,19.733372,20.0,22.0,28.4,28.4,0.9997619
19.703318,19.718422,20.0,22.0,28.35,28.35,0.99975616
19.688066,19.703318,20.0,22.0,28.3,28.3,0.9997502
19.672678,19.688066,20.0,22.0,28.25,28.25,0.9997441
19.657158,19.672678,20.0,22.0,28.2,28.2,0.9997379
19.641514,19.657158,20.0,22.0,28.15,28.15,0.9997316
19.625753,19.641514,20.0,22.0,28.1,28.1,0.99972504
19.60988,19.625753,20.0,22.0,28.05,28.05,0.99971825
19.593903,19.60988,20.0,22.0,28.0,28.0,0.99971133
19.577826,19.593903,20.0,22.0,27.95,27.95,0.9997043
19.561653,19.577826,20.0,22.0,27.9,27.9,0.9996971
19.545391,19.561653,20.0,22.0,27.85,27.85,0.9996896
19.529043,19.545391,20.0,22.0,27.8,27.8,0.99968183
19.512615,19.529043,20.0,22.0,27.75,27.75,0.99967396
19.49611,19.512615,20.0,22.0,27.7,27.7,0.99966586
19.479534,19.49611,20.0,22.0,27.65,27.65,0.9996575
19.462889,19.479534,20.0,22.0,27.6,27.6,0.99964905
19.446178,19.462889,20.0,22.0,27.55,27.55,0.9996402
19.429407,19.446178,20.0,22.0,27.5,27.5,0.9996313
19.412577,19.429407,20.0,22.0,27.45,27.45,0.999622
19.39569,19.412577,20.0,22.0,27.4,27.4,0.9996126
19.378754,19.39569,20.0,22.0,27.35,27.35,0.999603
19.361765,19.378754,20.0,22.0,27.3,27.3,0.99959296
19.34473,19.361765,20.0,22.0,27.25,27.25,0.9995827
19.32765,19.34473,20.0,22.0,27.2,27.2,0.9995722
19.310528,19.32765,20.0,22.0,27.15,27.15,0.9995615
19.293365,19.310528,20.0,22.0,27.1,27.1,0.9995505
19.276165,19.293365,20.0,22.0,27.05,27.05,0.99953926
19.258926,19.276165,20.0,22.0,27.0,27.0,0.9995276
19.241653,19.258926,20.0,22.0,26.95,26.95,0.99951565
19.224348,19.241653,20.0,22.0,26.9,26.9,0.9995035
19.207012,19.224348,20.0,22.0,26.85,26.85,0.999491
19.189646,19.207012,20.0,22.0,26.8,26.8,0.99947816
19.172253,19.189646,20.0,22.0,26.75,26.75,0.99946505
19.15483,19.172253,20.0,22.0,26.7,26.7,0.99945146
19.137384,19.15483,20.0,22.0,26.65,26.65,0.99943763
19.119913,19.137384,20.0,22.0,26.6,26.6,0.9994235
19.102419,19.119913,20.0,22.0,26.55,26.55,0.99940896
19.084904,19.102419,20.0,22.0,26.5,26.5,0.99939394
19.067368,19.084904,20.0,22.0,26.45,26.45,0.9993787
19.04981,19.067368,20.0,22.0,26.4,26.4,0.999363
19.032234,19.04981,20.0,22.0,26.35,26.35,0.9993469
19.01464,19.032234,20.0,22.0,26.3,26.3,0.9993305
18.99703,19.01464,20.0,22.0,26.25,26.25,0.9993136
18.979403,18.99703,20.0,22.0,26.2,26.2,0.9992962
18.96176,18.979403,20.0,22.0,26.15,26.15,0.9992785
18.9441,18.96176,20.0,22.0,26.1,26.1,0.99926025
18.926426,18.9441,20.0,22.0,26.05,26.05,0.9992416
18.908737,18.926426,20.0,22.0,26.0,26.0,0.9992224
18.891035,18.908737,20.0,22.0,25.966667,25.966667,0.9992065
18.873571,18.891035,20.0,22.0,25.933332,25.933332,0.99919015
18.856335,18.873571,20.0,22.0,25.9,25.9,0.9991737
18.839317,18.856335,20.0,22.0,25.866667,25.866667,0.9991571
18.82251,18.839317,20.0,22.0,25.833334,25.833334,0.99914014
18.805902,18.82251,20.0,22.0,25.8,25.8,0.99912304
18.789488,18.805902,20.0,22.0,25.766666,25.766666,0.99910563
18.773258,18.789488,20.0,22.0,25.733334,25.733334,0.99908805
18.757206,18.773258,20.0,22.0,25.7,25.7,0.99907035
18.741323,18.757206,20.0,22.0,25.666666,25.666666,0.9990522
18.725603,18.741323,20.0,22.0,25.633333,25.633333,0.99903405
18.71004,18.725603,20.0,22.0,25.6,25.6,0.99901545
18.694624,18.71004,20.0,22.0,25.566668,25.566668,0.9989967
18.679352,18.694624,20.0,22.0,25.533333,25.533333,0.99897766
18.664217,18.679352,20.0,22.0,25.5,25.5,0.99895835
18.649212,18.664217,20.0,22.0,25.466667,25.466667,0.99893886
18.634333,18.649212,20.0,22.0,25.433332,25.433332,0.998919
18.619574,18.634333,20.0,22.0,25.4,25.4,0.99889886
18.60493,18.619574,20.0,22.0,25.366667,25.366667,0.9988784
18.590397,18.60493,20.0,22.0,25.333334,25.333334,0.99885774
18.57597,18.590397,20.0,22.0,25.3,25.3,0.9988368
18.561644,18.57597,20.0,22.0,25.266666,25.266666,0.99881554
18.547413,18.561644,20.0,22.0,25.233334,25.233334,0.99879396
18.533276,18.547413,20.0,22.0,25.2,25.2,0.9987721
18.519226,18.533276,20.0,22.0,25.166666,25.166666,0.99874985
18.505262,18.519226,20.0,22.0,25.133333,25.133333,0.99872726
18.491379,18.505262,20.0,22.0,25.1,25.1,0.99870443
18.477571,18.491379,20.0,22.0,25.066668,25.066668,0.99868125
18.463839,18.477571,20.0,22.0,25.033333,25.033333,0.9986577
18.450176,18.463839,20.0,22.0,25.0,25.0,0.9986338
18.436583,18.450176,20.0,22.0,24.966667,24.966667,0.99860954
18.423054,18.436583,20.0,22.0,24.933332,24.933332,0.998585
18.409586,18.423054,20.0,22.0,24.9,24.9,0.99856
18.396177,18.409586,20.0,22.0,24.866667,24.866667,0.99853456
18.382826,18.396177,20.0,22.0,24.833334,24.833334,0.9985089
18.369528,18.382826,20.0,22.0,24.8,24.8,0.99848276
18.356281,18.369528,20.0,22.0,24.766666,24.766666,0.9984561
18.343084,18.356281,20.0,22.0,24.733334,24.733334,0.99842924
18.329933,18.343084,20.0,22.0,24.7,24.7,0.99840194
18.316828,18.329933,20.0,22.0,24.666666,24.666666,0.9983741
18.303764,18.316828,20.0,22.0,24.633333,24.633333,0.998346
18.290741,18.303764,20.0,22.0,24.6,24.6,0.99831736
18.277758,18.290741,20.0,22.0,24.566668,24.566668,0.9982882
18.26481,18.277758,20.0,22.0,24.533333,24.533333,0.99825865
18.2519,18.26481,20.0,22.0,24.5,24.5,0.9982287
18.239023,18.2519,20.0,22.0,24.466667,24.466667,0.9981982
18.226177,18.239023,20.0,22.0,24.433332,24.433332,0.9981673
18.213362,18.226177,20.0,22.0,24.4,24.4,0.9981359
18.200577,18.213362,20.0,22.0,24.366667,24.366667,0.998104
18.187819,18.200577,20.0,22.0,24.333334,24.333334,0.9980716
18.175087,18.187819,20.0,22.0,24.3,24.3,0.9980387
18.16238,18.175087,20.0,22.0,24.266666,24.266666,0.99800533
18.149698,18.16238,20.0,22.0,24.233334,24.233334,0.99797136
18.13704,18.149698,20.0,22.0,24.2,24.2,0.99793684
18.124401,18.13704,20.0,22.0,24.166666,24.166666,0.9979018
18.111784,18.124401,20.0,22.0,24.133333,24.133333,0.9978662
18.099186,18.111784,20.0,22.0,24.1,24.1,0.9978301
18.086607,18.099186,20.0,22.0,24.066668,24.066668,0.9977933
18.074045,18.086607,20.0,22.0,24.033333,24.033333,0.99775606
18.0615,18.074045,20.0,22.0,24.0,24.0,0.9977181
18.048971,18.0615,20.0,22.0,24.016666,24.016666,0.9977112
18.03725,18.048971,20.0,22.0,24.033333,24.033333,0.9977042
18.026308,18.03725,20.0,22.0,24.05,24.05,0.99769837
18.016113,18.026308,20.0,22.0,24.066668,24.066668,0.9976936
18.006638,18.016113,20.0,22.0,24.083334,24.083334,0.99768996
17.997854,18.006638,20.0,22.0,24.1,24.1,0.9976872
17.989737,17.997854,20.0,22.0,24.116667,24.116667,0.99768555
17.982258,17.989737,20.0,22.0,24.133333,24.133333,0.9976847
17.975391,17.982258,20.0,22.0,24.15,24.15,0.99768484
17.969112,17.975391,20.0,22.0,24.166666,24.166666,0.9976859
17.963398,17.969112,20.0,22.0,24.183332,24.183332,0.9976877
17.958223,17.963398,20.0,22.0,24.2,24.2,0.9976903
17.953568,17.958223,20.0,22.0,24.216667,24.216667,0.9976937
17.949408,17.953568,20.0,22.0,24.233334,24.233334,0.9976978
17.945723,17.949408,20.0,22.0,24.25,24.25,0.99770254
17.942493,17.945723,20.0,22.0,24.266666,24.266666,0.99770796
17.9397,17.942493,20.0,22.0,24.283333,24.283333,0.99771404
