xn,y,ymin,ymax,d,d_obs,u
17.93732,17.9397,20.0,22.0,24.3,24.3,0.99772066
17.935339,17.93732,20.0,22.0,24.316668,24.316668,0.9977278
17.933739,17.935339,20.0,22.0,24.333334,24.333334,0.9977355
17.932503,17.933739,20.0,22.0,24.35,24.35,0.9977437
17.931614,17.932503,20.0,22.0,24.366667,24.366667,0.99775237
17.931057,17.931614,20.0,22.0,24.383333,24.383333,0.9977615
17.930817,17.931057,20.0,22.0,24.4,24.4,0.997771
17.930878,17.930817,20.0,22.0,24.416666,24.416666,0.99778086
17.931229,17.930878,20.0,22.0,24.433332,24.433332,0.99779105
17.931854,17.931229,20.0,22.0,24.45,24.45,0.9978017
17.932743,17.931854,20.0,22.0,24.466667,24.466667,0.9978125
17.933882,17.932743,20.0,22.0,24.483334,24.483334,0.99782383
17.93526,17.933882,20.0,22.0,24.5,24.5,0.9978352
17.936867,17.93526,20.0,22.0,24.516666,24.516666,0.99784696
17.93869,17.936867,20.0,22.0,24.533333,24.533333,0.9978588
17.940722,17.93869,20.0,22.0,24.55,24.55,0.99787104
17.942951,17.940722,20.0,22.0,24.566668,24.566668,0.9978834
17.945368,17.942951,20.0,22.0,24.583334,24.583334,0.99789584
17.947964,17.945368,20.0,22.0,24.6,24.6,0.9979086
17.950731,17.947964,20.0,22.0,24.616667,24.616667,0.9979215
17.953661,17.950731,20.0,22.0,24.633333,24.633333,0.99793446
17.956745,17.953661,20.0,22.0,24.65,24.65,0.9979475
17.959978,17.956745,20.0,22.0,24.666666,24.666666,0.9979608
17.96335,17.959978,20.0,22.0,24.683332,24.683332,0.9979741
17.966858,17.96335,20.0,22.0,24.7,24.7,0.9979874
17.970491,17.966858,20.0,22.0,24.716667,24.716667,0.9980009
17.974247,17.970491,20.0,22.0,24.733334,24.733334,0.99801445
17.978119,17.974247,20.0,22.0,24.75,24.75,0.998028
17.9821,17.978119,20.0,22.0,24.766666,24.766666,0.9980416
17.986185,17.9821,20.0,22.0,24.783333,24.783333,0.99805534
17.99037,17.986185,20.0,22.0,24.8,24.8,0.998069
17.99465,17.99037,20.0,22.0,24.816668,24.816668,0.99808276
17.99902,17.99465,20.0,22.0,24.833334,24.833334,0.9980964
18.003475,17.99902,20.0,22.0,24.85,24.85,0.9981102
18.008013,18.003475,20.0,22.0,24.866667,24.866667,0.99812394
18.012627,18.008013,20.0,22.0,24.883333,24.883333,0.9981376
18.017315,18.012627,20.0,22.0,24.9,24.9,0.99815136
18.022074,18.017315,20.0,22.0,24.916666,24.916666,0.9981651
18.0269,18.022074,20.0,22.0,24.933332,24.933332,0.9981787
18.031788,18.0269,20.0,22.0,24.95,24.95,0.99819237
18.036737,18.031788,20.0,22.0,24.966667,24.966667,0.998206
18.041744,18.036737,20.0,22.0,24.983334,24.983334,0.99821955
18.046804,18.041744,20.0,22.0,25.0,25.0,0.9982331
18.051916,18.046804,20.0,22.0,24.966667,24.966667,0.9982222
18.056166,18.051916,20.0,22.0,24.933332,24.933332,0.99821126
18.0596,18.056166,20.0,22.0,24.9,24.9,0.9981993
18.06227,18.0596,20.0,22.0,24.866667,24.866667,0.9981863
18.06421,18.06227,20.0,22.0,24.833334,24.833334,0.9981725
18.065466,18.06421,20.0,22.0,24.8,24.8,0.9981577
18.066072,18.065466,20.0,22.0,24.766666,24.766666,0.9981421
18.066065,18.066072,20.0,22.0,24.733334,24.733334,0.9981256
18.065475,18.066065,20.0,22.0,24.7,24.7,0.99810827
18.064335,18.065475,20.0,22.0,24.666666,24.666666,0.9980901
18.062672,18.064335,20.0,22.0,24.633333,24.633333,0.99807113
18.060513,18.062672,20.0,22.0,24.6,24.6,0.9980514
18.057884,18.060513,20.0,22.0,24.566668,24.566668,0.99803084
18.05481,18.057884,20.0,22.0,24.533333,24.533333,0.9980095
18.051311,18.05481,20.0,22.0,24.5,24.5,0.9979874
18.047411,18.051311,20.0,22.0,24.466667,24.466667,0.9979646
18.043127,18.047411,20.0,22.0,24.433332,24.433332,0.99794096
18.03848,18.043127,20.0,22.0,24.4,24.4,0.99791664
18.033487,18.03848,20.0,22.0,24.366667,24.366667,0.9978915
18.028166,18.033487,20.0,22.0,24.333334,24.333334,0.9978656
18.022532,18.028166,20.0,22.0,24.3,24.3,0.99783915
18.0166,18.022532,20.0,22.0,24.266666,24.266666,0.99781173
18.010384,18.0166,20.0,22.0,24.233334,24.233334,0.9977837
18.003897,18.010384,20.0,22.0,24.2,24.2,0.9977549
17.997152,18.003897,20.0,22.0,24.166666,24.166666,0.9977254
17.990162,17.997152,20.0,22.0,24.133333,24.133333,0.997695
17.982939,17.990162,20.0,22.0,24.1,24.1,0.9976641
17.975492,17.982939,20.0,22.0,24.066668,24.066668,0.9976324
17.967833,17.975492,20.0,22.0,24.033333,24.033333,0.9975999
17.95997,17.967833,20.0,22.0,24.0,24.0,0.9975666
17.951914,17.95997,20.0,22.0,23.966667,23.966667,0.9975326
17.943672,17.951914,20.0,22.0,23.933332,23.933332,0.99749786
17.935255,17.943672,20.0,22.0,23.9,23.9,0.9974623
17.92667,17.935255,20.0,22.0,23.866667,23.866667,0.997426
17.917923,17.92667,20.0,22.0,23.833334,23.833334,0.997389
17.909023,17.917923,20.0,22.0,23.8,23.8,0.99735117
17.899977,17.909023,20.0,22.0,23.766666,23.766666,0.99731255
17.890789,17.899977,20.0,22.0,23.733334,23.733334,0.99727315
17.881468,17.890789,20.0,22.0,23.7,23.7,0.99723285
17.872019,17.881468,20.0,22.0,23.666666,23.666666,0.99719185
17.862446,17.872019,20.0,22.0,23.633333,23.633333,0.99715
17.852757,17.862446,20.0,22.0,23.6,23.6,0.9971073
17.842955,17.852757,20.0,22.0,23.566668,23.566668,0.9970638
17.833046,17.842955,20.0,22.0,23.533333,23.533333,0.99701947
17.823034,17.833046,20.0,22.0,23.5,23.5,0.99697435
17.812925,17.823034,20.0,22.0,23.466667,23.466667,0.9969283
17.802723,17.812925,20.0,22.0,23.433332,23.433332,0.99688137
17.792429,17.802723,20.0,22.0,23.4,23.4,0.9968336
17.78205,17.792429,20.0,22.0,23.366667,23.366667,0.9967849
17.771587,17.78205,20.0,22.0,23.333334,23.333334,0.9967353
17.761047,17.771587,20.0,22.0,23.3,23.3,0.99668485
17.750431,17.761047,20.0,22.0,23.266666,23.266666,0.99663335
17.739742,17.750431,20.0,22.0,23.233334,23.233334,0.996581
17.728983,17.739742,20.0,22.0,23.2,23.2,0.99652773
17.718159,17.728983,20.0,22.0,23.166666,23.166666,0.9964735
17.70727,17.718159,20.0,22.0,23.133333,23.133333,0.99641824
17.69632,17.70727,20.0,22.0,23.1,23.1,0.99636203
17.68531,17.69632,20.0,22.0,23.066668,23.066668,0.99630475
17.674246,17.68531,20.0,22.0,23.033333,23.033333,0.9962465
17.663126,17.674246,20.0,22.0,23.0,23.0,0.9961874
17.651955,17.663126,20.0,22.0,22.983334,22.983334,0.99614453
17.641005,17.651955,20.0,22.0,22.966667,22.966667,0.99610114
17.630266,17.641005,20.0,22.0,22.95,22.95,0.99605787
17.61973,17.630266,20.0,22.0,22.933332,22.933332,0.9960146
17.609388,17.61973,20.0,22.0,22.916666,22.916666,0.99597126
17.599232,17.609388,20.0,22.0,22.9,22.9,0.995928
17.589254,17.599232,20.0,22.0,22.883333,22.883333,0.99588484
17.579447,17.589254,20.0,22.0,22.866667,22.866667,0.99584156
17.569801,17.579447,20.0,22.0,22.85,22.85,0.9957983
17.560312,17.569801,20.0,22.0,22.833334,22.833334,0.9957551
17.550972,17.560312,20.0,22.0,22.816668,22.816668,0.9957117
17.541775,17.550972,20.0,22.0,22.8,22.8,0.9956683
17.532713,17.541775,20.0,22.0,22.783333,22.783333,0.99562496
17.523783,17.532713,20.0,22.0,22.766666,22.766666,0.99558145
17.514977,17.523783,20.0,22.0,22.75,22.75,0.9955379
17.50629,17.514977,20.0,22.0,22.733334,22.733334,0.9954941
17.497717,17.50629,20.0,22.0,22.716667,22.716667,0.99545044
17.489252,17.497717,20.0,22.0,22.7,22.7,0.9954066
17.480892,17.489252,20.0,22.0,22.683332,22.683332,0.99536264
17.472631,17.480892,20.0,22.0,22.666666,22.666666,0.9953186
17.464466,17.472631,20.0,22.0,22.65,22.65,0.9952743
17.45639,17.464466,20.0,22.0,22.633333,22.633333,0.9952301
17.448402,17.45639,20.0,22.0,22.616667,22.616667,0.99518555
17.440496,17.448402,20.0,22.0,22.6,22.6,0.9951409
17.43267,17.440496,20.0,22.0,22.583334,22.583334,0.995096
17.42492,17.43267,20.0,22.0,22.566668,22.566668,0.9950511
17.41724,17.42492,20.0,22.0,22.55,22.55,0.9950059
17.40963,17.41724,20.0,22.0,22.533333,22.533333,0.99496055
17.402086,17.40963,20.0,22.0,22.516666,22.516666,0.994915
17.394606,17.402086,20.0,22.0,22.5,22.5,0.99486923
17.387184,17.394606,20.0,22.0,22.483334,22.483334,0.99482334
17.37982,17.387184,20.0,22.0,22.466667,22.466667,0.9947771
17.37251,17.37982,20.0,22.0,22.45,22.45,0.9947307
17.365253,17.37251,20.0,22.0,22.433332,22.433332,0.99468416
17.358046,17.365253,20.0,22.0,22.416666,22.416666,0.9946373
17.350885,17.358046,20.0,22.0,22.4,22.4,0.99459016
17.343771,17.350885,20.0,22.0,22.383333,22.383333,0.99454284
17.336699,17.343771,20.0,22.0,22.366667,22.366667,0.9944952
17.329668,17.336699,20.0,22.0,22.35,22.35,0.99444735
17.322676,17.329668,20.0,22.0,22.333334,22.333334,0.99439913
17.315722,17.322676,20.0,22.0,22.316668,22.316668,0.9943507
17.308804,17.315722,20.0,22.0,22.3,22.3,0.99430203
17.30192,17.308804,20.0,22.0,22.283333,22.283333,0.994253
17.295069,17.30192,20.0,22.0,22.266666,22.266666,0.99420375
17.288248,17.295069,20.0,22.0,22.25,22.25,0.99415416
17.281458,17.288248,20.0,22.0,22.233334,22.233334,0.9941043
17.274694,17.281458,20.0,22.0,22.216667,22.216667,0.994054
17.26796,17.274694,20.0,22.0,22.2,22.2,0.9940036
17.26125,17.26796,20.0,22.0,22.183332,22.183332,0.9939527
17.254564,17.26125,20.0,22.0,22.166666,22.166666,0.9939015
17.247902,17.254564,20.0,22.0,22.15,22.15,0.99385
17.241262,17.247902,20.0,22.0,22.133333,22.133333,0.9937981
17.234644,17.241262,20.0,22.0,22.116667,22.116667,0.9937459
17.228045,17.234644,20.0,22.0,22.1,22.1,0.9936935
17.221464,17.228045,20.0,22.0,22.083334,22.083334,0.9936405
17.214903,17.221464,20.0,22.0,22.066668,22.066668,0.99358726
17.208359,17.214903,20.0,22.0,22.05,22.05,0.9935336
17.201832,17.208359,20.0,22.0,22.033333,22.033333,0.9934796
17.19532,17.201832,20.0,22.0,22.016666,22.016666,0.99342525
17.188824,17.19532,20.0,22.0,22.0,22.0,0.99337053
17.182343,17.188824,20.0,22.0,21.95,21.95,0.9932549
17.175303,17.182343,20.0,22.0,21.9,21.9,0.99313736
17.167732,17.175303,20.0,22.0,21.85,21.85,0.9930155
17.159657,17.167732,20.0,22.0,21.8,21.8,0.9928894
17.151098,17.159657,20.0,22.0,21.75,21.75,0.992759
17.14208,17.151098,20.0,22.0,21.7,21.7,0.9926242
17.132624,17.14208,20.0,22.0,21.65,21.65,0.99248487
17.12275,17.132624,20.0,22.0,21.6,21.6,0.99234104
17.112474,17.12275,20.0,22.0,21.55,21.55,0.9921927
17.101818,17.112474,20.0,22.0,21.5,21.5,0.9920397
17.090797,17.101818,20.0,22.0,21.45,21.45,0.9918818
17.07943,17.090797,20.0,22.0,21.4,21.4,0.99171925
17.067728,17.07943,20.0,22.0,21.35,21.35,0.99155176
17.05571,17.067728,20.0,22.0,21.3,21.3,0.9913794
17.043386,17.05571,20.0,22.0,21.25,21.25,0.99120176
17.030773,17.043386,20.0,22.0,21.2,21.2,0.9910192
17.017881,17.030773,20.0,22.0,21.15,21.15,0.9908312
17.004723,17.017881,20.0,22.0,21.1,21.1,0.990638
16.99131,17.004723,20.0,22.0,21.05,21.05,0.9904394
16.977654,16.99131,20.0,22.0,21.0,21.0,0.9902352
16.963764,16.977654,20.0,22.0,20.95,20.95,0.9900254
16.949652,16.963764,20.0,22.0,20.9,20.9,0.98980975
16.935324,16.949652,20.0,22.0,20.85,20.85,0.98958826
16.920792,16.935324,20.0,22.0,20.8,20.8,0.98936075
16.906063,16.920792,20.0,22.0,20.75,20.75,0.9891271
16.891148,16.906063,20.0,22.0,20.7,20.7,0.98888725
16.87605,16.891148,20.0,22.0,20.65,20.65,0.988641
16.860783,16.87605,20.0,22.0,20.6,20.6,0.98838824
16.845348,16.860783,20.0,22.0,20.55,20.55,0.98812884
16.829756,16.845348,20.0,22.0,20.5,20.5,0.9878627
16.81401,16.829756,20.0,22.0,20.45,20.45,0.9875896
16.79812,16.81401,20.0,22.0,20.4,20.4,0.9873094
16.782091,16.79812,20.0,22.0,20.35,20.35,0.987022
16.765928,16.782091,20.0,22.0,20.3,20.3,0.9867272
16.749638,16.765928,20.0,22.0,20.25,20.25,0.9864248
16.733225,16.749638,20.0,22.0,20.2,20.2,0.98611474
16.716694,16.733225,20.0,22.0,20.15,20.15,0.98579687
16.70005,16.716694,20.0,22.0,20.1,20.1,0.985471
16.6833,16.70005,20.0,22.0,20.05,20.05,0.98513675
16.666447,16.6833,20.0,22.0,20.0,20.0,0.9847943
16.649494,16.666447,20.0,22.0,19.95,19.95,0.9844432
16.632448,16.649494,20.0,22.0,19.9,19.9,0.98408335
16.61531,16.632448,20.0,22.0,19.85,19.85,0.98371464
16.598087,16.61531,20.0,22.0,19.8,19.8,0.9833366
16.58078,16.598087,20.0,22.0,19.75,19.75,0.9829494
16.563395,16.58078,20.0,22.0,19.7,19.7,0.98255265
16.545933,16.563395,20.0,22.0,19.65,19.65,0.9821461
16.528399,16.545933,20.0,22.0,19.6,19.6,0.98172975
16.510796,16.528399,20.0,22.0,19.55,19.55,0.98130304
16.493128,16.510796,20.0,22.0,19.5,19.5,0.9808661
16.475397,16.493128,20.0,22.0,19.45,19.45,0.9804185
16.457607,16.475397,20.0,22.0,19.4,19.4,0.97996014
16.43976,16.457607,20.0,22.0,19.35,19.35,0.9794908
16.421858,16.43976,20.0,22.0,19.3,19.3,0.97901
16.403904,16.421858,20.0,22.0,19.25,19.25,0.9785178
16.385902,16.403904,20.0,22.0,19.2,19.2,0.97801363
16.367853,16.385902,20.0,22.0,19.15,19.15,0.97749776
16.34976,16.367853,20.0,22.0,19.1,19.1,0.9769694
16.331627,16.34976,20.0,22.0,19.05,19.05,0.97642857
16.313454,16.331627,20.0,22.0,19.0,19.0,0.9758749
16.295244,16.313454,20.0,22.0,18.983334,18.983334,0.97552323
16.277588,16.295244,20.0,22.0,18.966667,18.966667,0.9751662
16.260464,16.277588,20.0,22.0,18.95,18.95,0.9748121
16.243849,16.260464,20.0,22.0,18.933332,18.933332,0.9744606
16.227722,16.243849,20.0,22.0,18.916666,18.916666,0.97411186
16.212063,16.227722,20.0,22.0,18.9,18.9,0.97376573
16.196852,16.212063,20.0,22.0,18.883333,18.883333,0.9734221
16.182068,16.196852,20.0,22.0,18.866667,18.866667,0.9730809
16.167692,16.182068,20.0,22.0,18.85,18.85,0.9727419
16.153708,16.167692,20.0,22.0,18.833334,18.833334,0.9724051
16.140097,16.153708,20.0,22.0,18.816668,18.816668,0.9720704
16.126844,16.140097,20.0,22.0,18.8,18.8,0.9717377
16.113934,16.126844,20.0,22.0,18.783333,18.783333,0.9714067
16.101349,16.113934,20.0,22.0,18.766666,18.766666,0.9710777
16.089075,16.101349,20.0,22.0,18.75,18.75,0.9707501
16.077099,16.089075,20.0,22.0,18.733334,18.733334,0.97042423
16.065405,16.077099,20.0,22.0,18.716667,18.716667,0.9700997
16.053982,16.065405,20.0,22.0,18.7,18.7,0.9697766
16.042818,16.053982,20.0,22.0,18.683332,18.683332,0.96945447
16.0319,16.042818,20.0,22.0,18.666666,18.666666,0.96913344
16.021217,16.0319,20.0,22.0,18.65,18.65,0.9688136
16.01076,16.021217,20.0,22.0,18.633333,18.633333,0.9684946
16.000515,16.01076,20.0,22.0,18.616667,18.616667,0.96817625
15.990475,16.000515,20.0,22.0,18.6,18.6,0.96785873
15.980629,15.990475,20.0,22.0,18.583334,18.583334,0.9675418
15.970968,15.980629,20.0,22.0,18.566668,18.566668,0.9672253
15.961485,15.970968,20.0,22.0,18.55,18.55,0.9669094
15.952169,15.961485,20.0,22.0,18.533333,18.533333,0.9665935
15.943014,15.952169,20.0,22.0,18.516666,18.516666,0.9662781
15.934011,15.943014,20.0,22.0,18.5,18.5,0.96596265
15.925155,15.934011,20.0,22.0,18.483334,18.483334,0.9656473
15.916437,15.925155,20.0,22.0,18.466667,18.466667,0.96533203
15.907851,15.916437,20.0,22.0,18.45,18.45,0.96501654
15.899391,15.907851,20.0,22.0,18.433332,18.433332,0.9647007
15.891051,15.899391,20.0,22.0,18.416666,18.416666,0.9643846
15.882826,15.891051,20.0,22.0,18.4,18.4,0.9640684
15.874709,15.882826,20.0,22.0,18.383333,18.383333,0.9637516
15.866696,15.874709,20.0,22.0,18.366667,18.366667,0.9634344
15.858782,15.866696,20.0,22.0,18.35,18.35,0.9631165
15.850962,15.858782,20.0,22.0,18.333334,18.333334,0.96279806
15.84323,15.850962,20.0,22.0,18.316668,18.316668,0.96247876
15.835585,15.84323,20.0,22.0,18.3,18.3,0.96215874
15.82802,15.835585,20.0,22.0,18.283333,18.283333,0.96183807
15.820533,15.82802,20.0,22.0,18.266666,18.266666,0.9615163
15.81312,15.820533,20.0,22.0,18.25,18.25,0.9611936
15.805777,15.81312,20.0,22.0,18.233334,18.233334,0.96086997
15.798501,15.805777,20.0,22.0,18.216667,18.216667,0.9605452
15.791288,15.798501,20.0,22.0,18.2,18.2,0.9602194
15.784137,15.791288,20.0,22.0,18.183332,18.183332,0.9598923
15.777043,15.784137,20.0,22.0,18.166666,18.166666,0.9595641
15.770005,15.777043,20.0,22.0,18.15,18.15,0.9592345
15.76302,15.770005,20.0,22.0,18.133333,18.133333,0.95890343
15.7560835,15.76302,20.0,22.0,18.116667,18.116667,0.9585713
15.749196,15.7560835,20.0,22.0,18.1,18.1,0.95823765
15.742353,15.749196,20.0,22.0,18.083334,18.083334,0.9579026
15.735555,15.742353,20.0,22.0,18.066668,18.066668,0.95756584
15.728798,15.735555,20.0,22.0,18.05,18.05,0.95722765
15.72208,15.728798,20.0,22.0,18.033333,18.033333,0.9568877
15.715401,15.72208,20.0,22.0,18.016666,18.016666,0.9565463
15.708757,15.715401,20.0,22.0,18.0,18.0,0.9562033
15.702148,15.708757,20.0,22.0,17.95,17.95,0.9554776
15.694948,15.702148,20.0,22.0,17.9,17.9,0.9547414
15.687185,15.694948,20.0,22.0,17.85,17.85,0.9539794
15.678891,15.687185,20.0,22.0,17.8,17.8,0.95319134
15.670094,15.678891,20.0,22.0,17.75,17.75,0.9523769
15.660821,15.670094,20.0,22.0,17.7,17.7,0.9515363
15.651098,15.660821,20.0,22.0,17.65,17.65,0.9506694
15.64095,15.651098,20.0,22.0,17.6,17.6,0.9497761
15.6304,15.64095,20.0,22.0,17.55,17.55,0.94885576
15.61947,15.6304,20.0,22.0,17.5,17.5,0.9479088
15.60818,15.61947,20.0,22.0,17.45,17.45,0.94693464
15.596552,15.60818,20.0,22.0,17.4,17.4,0.94593334
15.584603,15.596552,20.0,22.0,17.35,17.35,0.9449046
15.572352,15.584603,20.0,22.0,17.3,17.3,0.94384795
15.559817,15.572352,20.0,22.0,17.25,17.25,0.9427633
15.547013,15.559817,20.0,22.0,17.2,17.2,0.9416504
15.533957,15.547013,20.0,22.0,17.15,17.15,0.940509
15.520661,15.533957,20.0,22.0,17.1,17.1,0.9393391
15.507142,15.520661,20.0,22.0,17.05,17.05,0.93814015
15.493413,15.507142,20.0,22.0,17.0,17.0,0.9369119
15.479486,15.493413,20.0,22.0,16.95,16.95,0.9356539
15.465375,15.479486,20.0,22.0,16.9,16.9,0.9343662
15.451091,15.465375,20.0,22.0,16.85,16.85,0.9330482
15.436645,15.451091,20.0,22.0,16.8,16.8,0.93169963
15.422048,15.436645,20.0,22.0,16.75,16.75,0.9303208
15.4073105,15.422048,20.0,22.0,16.7,16.7,0.92891073
15.392443,15.4073105,20.0,22.0,16.65,16.65,0.92746925
15.377454,15.392443,20.0,22.0,16.6,16.6,0.9259961
15.362353,15.377454,20.0,22.0,16.55,16.55,0.92449117
15.34715,15.362353,20.0,22.0,16.5,16.5,0.9229537
15.331852,15.34715,20.0,22.0,16.45,16.45,0.9213841
15.316467,15.331852,20.0,22.0,16.4,16.4,0.91978174
15.301004,15.316467,20.0,22.0,16.35,16.35,0.918146
15.28547,15.301004,20.0,22.0,16.3,16.3,0.91647714
15.269872,15.28547,20.0,22.0,16.25,16.25,0.9147748
15.254215,15.269872,20.0,22.0,16.2,16.2,0.9130383
15.238508,15.254215,20.0,22.0,16.15,16.15,0.9112676
15.222757,15.238508,20.0,22.0,16.1,16.1,0.90946275
15.206968,15.222757,20.0,22.0,16.05,16.05,0.90762305
15.191147,15.206968,20.0,22.0,16.0,16.0,0.9057484
15.175299,15.191147,20.0,22.0,15.95,15.95,0.90383875
15.159429,15.175299,20.0,22.0,15.9,15.9,0.9018935
15.143543,15.159429,20.0,22.0,15.85,15.85,0.8999129
15.127646,15.143543,20.0,22.0,15.8,15.8,0.8978965
15.111744,15.127646,20.0,22.0,15.75,15.75,0.8958439
15.0958395,15.111744,20.0,22.0,15.7,15.7,0.89375556
15.079938,15.0958395,20.0,22.0,15.65,15.65,0.89163035
15.064044,15.079938,20.0,22.0,15.6,15.6,0.889469
15.0481615,15.064044,20.0,22.0,15.55,15.55,0.8872706
15.032294,15.0481615,20.0,22.0,15.5,15.5,0.8850356
15.016446,15.032294,20.0,22.0,15.45,15.45,0.88276345
15.000621,15.016446,20.0,22.0,15.4,15.4,0.88045436
14.984822,15.000621,20.0,22.0,15.35,15.35,0.8781081
14.969054,14.984822,20.0,22.0,15.3,15.3,0.87572485
14.95332,14.969054,20.0,22.0,15.25,15.25,0.87330407
14.937622,14.95332,20.0,22.0,15.2,15.2,0.87084603
14.921964,14.937622,20.0,22.0,15.15,15.15,0.86835074
14.906348,14.921964,20.0,22.0,15.1,15.1,0.86581784
14.890778,14.906348,20.0,22.0,15.05,15.05,0.8632477
14.875256,14.890778,20.0,22.0,15.0,15.0,0.86064017
14.859784,14.875256,20.0,22.0,15.016666,15.016666,0.8601465
14.845508,14.859784,20.0,22.0,15.033334,15.033334,0.8596562
14.832375,14.845508,20.0,22.0,15.05,15.05,0.85924464
14.820322,14.832375,20.0,22.0,15.066667,15.066667,0.858909
14.809289,14.820322,20.0,22.0,15.083333,15.083333,0.8586461
14.799217,14.809289,20.0,22.0,15.1,15.1,0.85845107
14.790051,14.799217,20.0,22.0,15.116667,15.116667,0.85832053
14.78174,14.790051,20.0,22.0,15.133333,15.133333,0.85825074
14.774233,14.78174,20.0,22.0,15.15,15.15,0.8582387
14.767483,14.774233,20.0,22.0,15.166667,15.166667,0.85828084
14.761444,14.767483,20.0,22.0,15.183333,15.183333,0.8583735
14.756076,14.761444,20.0,22.0,15.2,15.2,0.8585135
14.751338,14.756076,20.0,22.0,15.216666,15.216666,0.8586984
14.747192,14.751338,20.0,22.0,15.233334,15.233334,0.8589252
14.743603,14.747192,20.0,22.0,15.25,15.25,0.8591909
14.740537,14.743603,20.0,22.0,15.266666,15.266666,0.85949326
14.737962,14.740537,20.0,22.0,15.283334,15.283334,0.8598297
14.735848,14.737962,20.0,22.0,15.3,15.3,0.8601979
14.734168,14.735848,20.0,22.0,15.316667,15.316667,0.8605958
14.732895,14.734168,20.0,22.0,15.333333,15.333333,0.8610208
14.732003,14.732895,20.0,22.0,15.35,15.35,0.861472
14.73147,14.732003,20.0,22.0,15.366667,15.366667,0.86194646
14.731274,14.73147,20.0,22.0,15.383333,15.383333,0.86244303
14.731393,14.731274,20.0,22.0,15.4,15.4,0.86295944
14.731809,14.731393,20.0,22.0,15.416667,15.416667,0.8634952
14.732502,14.731809,20.0,22.0,15.433333,15.433333,0.8640481
14.733457,14.732502,20.0,22.0,15.45,15.45,0.864617
14.734656,14.733457,20.0,22.0,15.466666,15.466666,0.86520016
14.736086,14.734656,20.0,22.0,15.483334,15.483334,0.86579716
14.737732,14.736086,20.0,22.0,15.5,15.5,0.86640644
14.73958,14.737732,20.0,22.0,15.516666,15.516666,0.8670274
14.741618,14.73958,20.0,22.0,15.533334,15.533334,0.8676582
14.743835,14.741618,20.0,22.0,15.55,15.55,0.86829853
14.746221,14.743835,20.0,22.0,15.566667,15.566667,0.86894715
14.748763,14.746221,20.0,22.0,15.583333,15.583333,0.8696043
14.751453,14.748763,20.0,22.0,15.6,15.6,0.8702677
14.754283,14.751453,20.0,22.0,15.616667,15.616667,0.8709374
14.757243,14.754283,20.0,22.0,15.633333,15.633333,0.87161285
14.760326,14.757243,20.0,22.0,15.65,15.65,0.8722932
14.763525,14.760326,20.0,22.0,15.666667,15.666667,0.87297803
14.766832,14.763525,20.0,22.0,15.683333,15.683333,0.873667
14.770242,14.766832,20.0,22.0,15.7,15.7,0.87435883
14.773747,14.770242,20.0,22.0,15.716666,15.716666,0.875054
14.777344,14.773747,20.0,22.0,15.733334,15.733334,0.8757514
14.781025,14.777344,20.0,22.0,15.75,15.75,0.87645125
14.784786,14.781025,20.0,22.0,15.766666,15.766666,0.87715226
14.788624,14.784786,20.0,22.0,15.783334,15.783334,0.8778546
14.792533,14.788624,20.0,22.0,15.8,15.8,0.8785581
14.796509,14.792533,20.0,22.0,15.816667,15.816667,0.87926245
14.800549,14.796509,20.0,22.0,15.833333,15.833333,0.8799672
14.804648,14.800549,20.0,22.0,15.85,15.85,0.8806719
14.8088045,14.804648,20.0,22.0,15.866667,15.866667,0.8813768
14.813014,14.8088045,20.0,22.0,15.883333,15.883333,0.8820811
14.817274,14.813014,20.0,22.0,15.9,15.9,0.88278484
14.821583,14.817274,20.0,22.0,15.916667,15.916667,0.8834879
14.825936,14.821583,20.0,22.0,15.933333,15.933333,0.88419044
14.830333,14.825936,20.0,22.0,15.95,15.95,0.8848911
14.83477,14.830333,20.0,22.0,15.966666,15.966666,0.885591
14.839247,14.83477,20.0,22.0,15.983334,15.983334,0.88628954
14.84376,14.839247,20.0,22.0,16.0,16.0,0.8869864
14.848308,14.84376,20.0,22.0,15.983334,15.983334,0.88678336
14.852265,14.848308,20.0,22.0,15.966666,15.966666,0.88658243
14.855664,14.852265,20.0,22.0,15.95,15.95,0.8863484
14.85854,14.855664,20.0,22.0,15.933333,15.933333,0.88608366
14.860925,14.85854,20.0,22.0,15.916667,15.916667,0.8857897
14.86285,14.860925,20.0,22.0,15.9,15.9,0.88546765
14.864346,14.86285,20.0,22.0,15.883333,15.883333,0.8851196
14.8654375,14.864346,20.0,22.0,15.866667,15.866667,0.88474643
14.866151,14.8654375,20.0,22.0,15.85,15.85,0.8843498
14.86651,14.866151,20.0,22.0,15.833333,15.833333,0.8839309
14.866537,14.86651,20.0,22.0,15.816667,15.816667,0.8834905
14.866253,14.866537,20.0,22.0,15.8,15.8,0.88303053
14.865677,14.866253,20.0,22.0,15.783334,15.783334,0.88255084
14.864826,14.865677,20.0,22.0,15.766666,15.766666,0.882053
14.863719,14.864826,20.0,22.0,15.75,15.75,0.88153774
14.862371,14.863719,20.0,22.0,15.733334,15.733334,0.8810062
14.860798,14.862371,20.0,22.0,15.716666,15.716666,0.8804581
14.859014,14.860798,20.0,22.0,15.7,15.7,0.8798955
14.857031,14.859014,20.0,22.0,15.683333,15.683333,0.87931776
14.854862,14.857031,20.0,22.0,15.666667,15.666667,0.8787266
14.852519,14.854862,20.0,22.0,15.65,15.65,0.878122
