train_loss,dev_loss
1.2612196207046509,1.379148006439209
0.9256953597068787,0.7461673617362976
0.30331262946128845,0.16678903996944427
0.4488554894924164,0.09200935810804367
0.14410176873207092,0.20088154077529907
0.5011337399482727,0.15414020419120789
0.12738999724388123,0.07897000759840012
0.11711222678422928,0.1888911873102188
0.011264752596616745,0.11474911123514175
0.10823526978492737,0.009353759698569775
0.0864998996257782,0.022922638803720474
0.057859018445014954,0.0918014720082283
0.019713368266820908,0.056377898901700974
0.11290169507265091,0.05774678289890289
0.3195413053035736,0.08873056620359421
0.006948045454919338,0.0369257889688015
0.03589186444878578,0.030748602002859116
0.29500752687454224,0.025089334696531296
0.002012896351516247,0.0017427250277251005
0.013975479640066624,0.10271257907152176
0.0510728694498539,0.060342900454998016
0.005666946992278099,0.0460369773209095
0.0839087963104248,0.028095178306102753
0.0026006088592112064,0.11998816579580307
0.06943358480930328,4.839278972212924e-06
0.06174342334270477,0.010389106348156929
4.604981313605094e-06,0.3237534761428833
0.10450044274330139,0.22065849602222443
0.015472577884793282,0.025204122066497803
0.08776191622018814,0.03402727469801903
0.0028665687423199415,0.1819596290588379
0.07761131227016449,0.01746298000216484
0.06989225000143051,0.07759600132703781
0.08624953031539917,0.002335459226742387
0.1197497695684433,0.01443459466099739
0.02982502430677414,0.013366448692977428
0.0019467531237751245,0.005251131020486355
4.904342858935706e-05,0.04439353570342064
0.00015531198005191982,1.1468517691071156e-08
0.09867545962333679,0.010122012346982956
0.30350327491760254,2.4742259796539656e-08
2.6247329287798493e-07,0.0025446827057749033
0.09360571950674057,0.08546070754528046
0.039844539016485214,0.12078765779733658
0.00026472413446754217,0.008685823529958725
0.012064473703503609,0.06298498809337616
0.005831429269164801,1.8687650538140588e-08
0.0070053874514997005,0.0019699563272297382
1.5556324797216803e-05,0.005575339775532484
0.0007790653617121279,0.003644025418907404
0.058957017958164215,0.02412196435034275
4.931705916533247e-06,0.06058410927653313
9.202520345752419e-07,0.001559539930894971
0.0018127505900338292,0.000254681654041633
0.012143272906541824,0.07250147312879562
1.0126991583092604e-05,0.012896435335278511
0.00514091644436121,0.0007129845907911658
2.5667361114756204e-05,0.0032275973353534937
0.047280699014663696,0.18702450394630432
0.01945681683719158,0.00011464521958259866
0.00521406764164567,0.00047502550296485424
8.724517101654783e-05,0.11460445076227188
0.1935698539018631,1.1492112816924305e-10
9.702506758912932e-06,0.0001279936550417915
3.990584929169927e-08,0.006806984543800354
0.21291999518871307,0.015483612194657326
