train_loss,dev_loss
17.224851608276367,20.14314842224121
15.611091613769531,18.386560440063477
15.586771011352539,18.282882690429688
15.586725234985352,18.282669067382812
15.586594581604004,18.282779693603516
15.586553573608398,18.283004760742188
15.586397171020508,18.282474517822266
15.58633804321289,18.282285690307617
15.586254119873047,18.28236961364746
15.586193084716797,18.282302856445312
15.586127281188965,18.282283782958984
15.586071968078613,18.282268524169922
15.586024284362793,18.282276153564453
15.585979461669922,18.282268524169922
15.585928916931152,18.282228469848633
15.585878372192383,18.28215789794922
15.58582878112793,18.282073974609375
15.58578109741211,18.28192710876465
15.585740089416504,18.281749725341797
15.585711479187012,18.281604766845703
15.585677146911621,18.28152847290039
15.585640907287598,18.281476974487305
15.585598945617676,18.281429290771484
15.58555793762207,18.28139305114746
15.585515022277832,18.281352996826172
15.585474967956543,18.281312942504883
15.585437774658203,18.281269073486328
15.585396766662598,18.281227111816406
15.58536434173584,18.28118324279785
15.585344314575195,18.281150817871094
15.585335731506348,18.2811336517334
15.585321426391602,18.281124114990234
15.585284233093262,18.281103134155273
15.585249900817871,18.281085968017578
15.585212707519531,18.28106689453125
15.585182189941406,18.281047821044922
15.585150718688965,18.281028747558594
15.585126876831055,18.2810115814209
15.585101127624512,18.280994415283203
15.585073471069336,18.280973434448242
15.585057258605957,18.280963897705078
15.585039138793945,18.280954360961914
15.5850248336792,18.28094482421875
15.58500862121582,18.28093719482422
15.584994316101074,18.280933380126953
15.584982872009277,18.28093147277832
15.584967613220215,18.280929565429688
15.584946632385254,18.280921936035156
15.58494758605957,18.280920028686523
15.584924697875977,18.28091812133789
15.584918022155762,18.280914306640625
15.584908485412598,18.28091049194336
15.584900856018066,18.280908584594727
15.584888458251953,18.28090476989746
15.584877014160156,18.280900955200195
15.584868431091309,18.280895233154297
15.584864616394043,18.280893325805664
15.584848403930664,18.2808895111084
15.5848388671875,18.2808895111084
15.584824562072754,18.2808837890625
15.584817886352539,18.2808837890625
15.584806442260742,18.280881881713867
15.584794998168945,18.280881881713867
15.584790229797363,18.280881881713867
15.584778785705566,18.280879974365234
15.584773063659668,18.2808780670166
15.584790229797363,18.28087615966797
15.584802627563477,18.280885696411133
15.584787368774414,18.280885696411133
15.584773063659668,18.2808780670166
15.584758758544922,18.2808837890625
15.584759712219238,18.2808780670166
15.58474349975586,18.28089714050293
15.584752082824707,18.280872344970703
15.58475112915039,18.2808780670166
15.58474349975586,18.280881881713867
15.584745407104492,18.28087615966797
15.58475112915039,18.28087043762207
15.584742546081543,18.28087615966797
15.584741592407227,18.28087615966797
15.584753036499023,18.280866622924805
15.584739685058594,18.280872344970703
15.584749221801758,18.280868530273438
15.584728240966797,18.2808780670166
15.584732055664062,18.28087615966797
15.584733009338379,18.280872344970703
15.584721565246582,18.2808837890625
15.584720611572266,18.280874252319336
15.584716796875,18.280885696411133
15.584760665893555,18.28086280822754
15.584726333618164,18.280864715576172
15.584714889526367,18.280927658081055
15.584723472595215,18.2808837890625
15.75466537475586,18.315593719482422
15.586776733398438,18.668563842773438
15.585856437683105,18.281633377075195
15.58614444732666,18.281892776489258
15.586111068725586,18.281810760498047
15.585957527160645,18.281660079956055
15.585779190063477,18.28156089782715
15.58580493927002,18.281564712524414
15.585710525512695,18.28152084350586
15.585736274719238,18.281570434570312
15.586121559143066,18.281816482543945
15.585948944091797,18.28164291381836
15.585799217224121,18.281538009643555
15.58578872680664,18.281536102294922
15.58569049835205,18.28148651123047
15.585753440856934,18.281517028808594
15.585678100585938,18.281476974487305
15.58566665649414,18.281469345092773
15.585670471191406,18.28146743774414
15.58565902709961,18.28145980834961
15.585655212402344,18.281457901000977
15.585648536682129,18.281452178955078
15.585646629333496,18.281448364257812
15.585643768310547,18.281444549560547
15.585639953613281,18.281444549560547
15.585633277893066,18.281436920166016
15.585633277893066,18.281435012817383
15.585628509521484,18.281431198120117
