trans1,trans2
5.472158503614646,12.975627227782685
5.472158503614646,12.975627227782685
5.080161812661616,12.01040920705429
5.080161812661616,12.01040920705429
5.080161812661616,12.01040920705429
5.080161812661616,12.01040920705429
5.080161812661616,12.01040920705429
5.080161812661616,12.01040920705429
5.080161812661616,12.01040920705429
5.080161812661616,12.010409207054288
5.080161812661616,12.01040920705429
5.080161812661616,12.01040920705429
5.080161812661616,12.01040920705429
5.080161812661616,12.010409207054286
5.080161812661616,12.010409207054286
5.080161812661616,12.010409207054286
5.080161812661616,12.010409207054286
5.080161812661616,12.010409207054286
5.080161812661616,12.01040920705429
5.080161812661616,12.01040920705429
5.080161812661616,12.01040920705429
5.080161812661616,12.01040920705429
5.080161812661616,12.01040920705429
5.080161812661616,12.01040920705429
5.080161812661616,12.01040920705429
5.080161812661616,12.01040920705429
5.080161812661616,12.010409207054286
5.080161812661616,12.01040920705429
5.080161812661615,12.01040920705429
5.080161812661616,12.010409207054286
5.080161812661616,12.010409207054286
5.080161812661616,12.010409207054286
5.080161812661616,12.010409207054286
5.080161812661616,12.010409207054286
5.080161812661616,12.01040920705429
5.080161812661616,12.01040920705429
5.080161812661615,12.01040920705429
5.080161812661616,12.01040920705429
5.080161812661616,12.01040920705429
5.080161812661616,12.010409207054286
5.080161812661616,12.010409207054288
5.080161812661616,12.01040920705429
5.080161812661616,12.01040920705429
5.080161812661616,12.01040920705429
5.080161812661616,12.010409207054286
5.080161812661616,12.010409207054286
5.080161812661616,12.010409207054286
5.080161812661616,12.010409207054286
5.080161812661616,12.010409207054286
5.080161812661616,12.01040920705429
5.080161812661616,12.01040920705429
5.080161812661616,12.01040920705429
5.080161812661616,12.01040920705429
5.080161812661616,12.01040920705429
5.080161812661616,12.01040920705429
5.080161812661616,12.01040920705429
5.080161812661616,12.01040920705429
5.080161812661616,12.01040920705429
5.080161812661616,12.01040920705429
5.080161812661616,12.01040920705429
5.080161812661616,12.010409207054286
5.080161812661616,12.010409207054286
