,T_EW1,T_EW2,T_EW3,T_EW4,T_AW1,T_AW2,T_AW3,T_FW1,T_FW2,T_FW3,T_AF1,T_AF2,T_AF3,T_FC1,T_FC2,T_FC3,T_FF1,T_FF2,T_FF3,T_AR1,T_AR2,T_AR3,T_RJ1,T_RJ2,T_RJ3,T_DR1,T_IW1,T_IW2,T_IM1,T_FM1,T_LIV,T_FND,T_ATC
T_LIV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
