bucketed_time,avg_temp
2024-07-01 00:01:00+00:00,22.299999237060547
2024-07-01 00:06:00+00:00,22.200000762939453
2024-07-01 00:11:00+00:00,22.200000762939453
2024-07-01 00:16:00+00:00,22.0
2024-07-01 00:21:00+00:00,22.0
2024-07-01 00:26:00+00:00,22.100000381469727
2024-07-01 00:31:00+00:00,22.399999618530273
2024-07-01 00:36:00+00:00,22.600000381469727
2024-07-01 00:41:00+00:00,22.700000762939453
2024-07-01 00:46:00+00:00,22.799999237060547
2024-07-01 00:51:00+00:00,22.899999618530273
2024-07-01 00:56:00+00:00,23.0
2024-07-01 01:01:00+00:00,23.0
2024-07-01 01:06:00+00:00,23.0
2024-07-01 01:11:00+00:00,23.0
2024-07-01 01:16:00+00:00,23.0
2024-07-01 01:21:00+00:00,22.899999618530273
2024-07-01 01:31:00+00:00,22.600000381469727
2024-07-01 01:36:00+00:00,22.5
2024-07-01 01:41:00+00:00,22.399999618530273
2024-07-01 01:46:00+00:00,22.200000762939453
2024-07-01 01:51:00+00:00,22.100000381469727
2024-07-01 01:56:00+00:00,22.0
2024-07-01 02:01:00+00:00,21.899999618530273
2024-07-01 02:06:00+00:00,21.799999237060547
2024-07-01 02:11:00+00:00,21.700000762939453
2024-07-01 02:16:00+00:00,21.700000762939453
2024-07-01 02:21:00+00:00,21.600000381469727
2024-07-01 02:26:00+00:00,21.5
2024-07-01 02:31:00+00:00,21.5
2024-07-01 02:36:00+00:00,21.5
2024-07-01 02:41:00+00:00,21.299999237060547
2024-07-01 02:46:00+00:00,21.200000762939453
2024-07-01 02:51:00+00:00,21.200000762939453
2024-07-01 02:56:00+00:00,21.100000381469727
2024-07-01 03:06:00+00:00,20.899999618530273
2024-07-01 03:11:00+00:00,20.799999237060547
2024-07-01 03:16:00+00:00,20.799999237060547
2024-07-01 03:21:00+00:00,20.799999237060547
2024-07-01 03:26:00+00:00,20.799999237060547
2024-07-01 03:31:00+00:00,20.799999237060547
2024-07-01 03:36:00+00:00,20.899999618530273
2024-07-01 03:41:00+00:00,20.899999618530273
2024-07-01 03:51:00+00:00,20.899999618530273
2024-07-01 03:56:00+00:00,20.899999618530273
2024-07-01 04:01:00+00:00,20.899999618530273
2024-07-01 04:06:00+00:00,21.0
2024-07-01 04:11:00+00:00,21.0
2024-07-01 04:16:00+00:00,21.0
2024-07-01 04:21:00+00:00,21.0
